124,98,1339,False,Approved,OHM Cycles,Standard,medium,medium,101.58,795.34,2017-03-21
125,22,3382,True,Approved,Solex,Standard,medium,medium,431.45,575.27,2017-01-03
126,53,773,False,Approved,OHM Cycles,Standard,medium,medium,101.58,795.34,2017-04-01
127,84,2503,True,Approved,Trek Bicycles,Road,medium,medium,215.14,290.62,2017-03-16
128,25,1057,False,Approved,Giant Bicycles,Road,medium,medium,829.65,1538.99,2017-02-26
129,50,1397,False,Approved,WeareA2B,Standard,medium,small,131.92,175.89,2017-06-05
130,44,2134,False,Approved,WeareA2B,Standard,medium,medium,108.76,1769.64,2017-09-04
131,96,2403,True,Approved,WeareA2B,Road,low,small,1043.77,1172.78,2017-01-18
132,12,1937,False,Approved,WeareA2B,Standard,medium,medium,161.6,1231.15,2017-09-28
133,93,1282,True,Approved,WeareA2B,Standard,medium,medium,230.09,1065.03,2017-09-02
134,78,2183,False,Approved,Giant Bicycles,Standard,medium,large,709.48,1765.3,2017-05-09
135,84,1788,False,Approved,Giant Bicycles,Road,medium,medium,594.68,792.9,2017-10-17
136,65,1170,True,Approved,WeareA2B,Standard,medium,medium,778.69,1807.45,2017-04-25
138,29,1940,False,Approved,WeareA2B,Standard,medium,medium,230.09,1065.03,2017-08-02
139,32,2073,False,Cancelled,Giant Bicycles,Standard,high,medium,707.4,1179,2017-03-25
140,11,462,False,Approved,Giant Bicycles,Standard,high,medium,764.96,1274.93,2017-01-01
141,10,2728,False,Approved,Solex,Standard,medium,medium,333.18,1945.43,2017-12-22
142,46,2053,False,Approved,Solex,Standard,low,medium,74.51,1289.85,2017-12-25
143,60,2135,True,Approved,Giant Bicycles,Standard,high,small,1759.85,1977.36,2017-01-26
144,92,1217,False,Approved,WeareA2B,Touring,medium,large,260.14,1890.39,2017-12-20
145,7,2992,True,Approved,Trek Bicycles,Road,low,medium,234.43,980.37,2017-06-07
146,41,3261,True,Approved,Solex,Road,medium,medium,312.74,416.98,2017-04-06
147,67,2748,True,Approved,Norco Bicycles,Road,medium,medium,376.84,544.05,2017-04-25
148,14,3262,False,Approved,Trek Bicycles,Standard,medium,small,1234.29,1386.84,2017-01-13
149,89,788,False,Approved,WeareA2B,Touring,medium,large,57.74,1362.99,2017-03-21
150,9,3067,True,Approved,OHM Cycles,Road,medium,medium,667.4,742.54,2017-11-21
151,31,701,False,Approved,Giant Bicycles,Standard,medium,medium,173.18,230.91,2017-11-11
152,92,648,False,Approved,WeareA2B,Standard,medium,small,1259.36,1415.01,2017-10-16
153,37,3286,True,Approved,OHM Cycles,Standard,low,medium,248.82,1793.43,2017-08-19
154,3,3383,True,Approved,Trek Bicycles,Standard,medium,large,388.92,2091.47,2017-04-06
155,56,982,True,Approved,Norco Bicycles,Mountain,low,small,612.88,688.63,2017-11-04
156,14,676,True,Approved,Solex,Standard,high,large,1105.75,1842.92,2017-08-22
157,6,385,True,Approved,Solex,Standard,high,medium,448.9,748.17,2017-09-15
158,50,1229,True,Approved,WeareA2B,Standard,medium,small,131.92,175.89,2017-03-01
159,10,3232,False,Approved,WeareA2B,Touring,medium,medium,363.25,1466.68,2017-08-16
161,69,2381,False,Approved,Giant Bicycles,Road,medium,medium,594.68,792.9,2017-07-10
162,78,371,False,Approved,Giant Bicycles,Standard,medium,large,709.48,1765.3,2017-12-11
163,80,2519,True,Approved,OHM Cycles,Touring,low,medium,933.84,1073.07,2017-05-20
164,17,2264,False,Approved,Solex,Standard,high,medium,614.8,1024.66,2017-07-30
165,3,2637,True,Approved,Trek Bicycles,Standard,medium,large,388.92,2091.47,2017-10-25
166,78,3262,False,Approved,Giant Bicycles,Standard,medium,large,709.48,1765.3,2017-11-27
167,90,3177,,Approved,Norco Bicycles,Standard,low,medium,290.41,363.01,2017-04-26
168,87,2267,False,Approved,Giant Bicycles,Standard,high,medium,707.4,1179,2017-02-02
169,97,456,False,Approved,Solex,Standard,medium,large,151.96,202.62,2017-05-02
170,6,404,,Approved,OHM Cycles,Standard,high,medium,136.73,227.88,2017-10-16
171,100,3121,False,Approved,Norco Bicycles,Road,medium,medium,206.35,1036.59,2017-10-22
172,55,2365,True,Approved,Trek Bicycles,Road,medium,large,598.76,1894.19,2017-04-11
173,100,2528,False,Approved,Norco Bicycles,Road,medium,medium,206.35,1036.59,2017-11-16
174,10,3151,False,Approved,WeareA2B,Touring,medium,medium,363.25,1466.68,2017-12-17
175,25,3241,False,Approved,Giant Bicycles,Road,medium,medium,829.65,1538.99,2017-12-23
176,74,1335,True,Approved,WeareA2B,Standard,medium,medium,400.91,1228.07,2017-03-30
177,90,2234,False,Approved,Norco Bicycles,Standard,low,medium,290.41,363.01,2017-04-13
178,56,3226,True,Approved,OHM Cycles,Standard,medium,medium,137.9,183.86,2017-07-25
179,62,1365,False,Approved,Solex,Standard,medium,medium,298.72,478.16,2017-01-31
180,20,3349,True,Approved,Trek Bicycles,Standard,medium,small,1580.47,1775.81,2017-03-18
181,17,1002,False,Approved,Solex,Standard,high,medium,614.8,1024.66,2017-02-24
182,16,2282,False,Approved,Norco Bicycles,Standard,high,small,1479.11,1661.92,2017-02-18
183,46,2656,False,Approved,Solex,Standard,low,medium,74.51,1289.85,2017-01-07
184,71,2409,True,Approved,Solex,Standard,high,large,1105.75,1842.92,2017-07-05
185,91,1711,False,Approved,WeareA2B,Standard,low,medium,513.85,642.31,2017-11-19
186,17,2582,True,Approved,Solex,Standard,high,medium,614.8,1024.66,2017-11-08
187,1,1005,True,Approved,Giant Bicycles,Touring,medium,large,863.95,1873.97,2017-07-24
188,3,1597,True,Approved,Trek Bicycles,Standard,medium,large,388.92,2091.47,2017-01-15
189,56,2713,True,Approved,OHM Cycles,Standard,medium,medium,137.9,183.86,2017-01-12
190,37,1435,True,Approved,OHM Cycles,Standard,low,medium,248.82,1793.43,2017-11-27
191,34,1477,True,Approved,Norco Bicycles,Road,high,large,464.72,774.53,2017-06-30
192,0,1614,True,Approved,Giant Bicycles,Standard,medium,medium,173.18,230.91,2017-07-15
193,12,1254,True,Approved,WeareA2B,Standard,medium,medium,161.6,1231.15,2017-06-22
194,25,1423,False,Approved,Giant Bicycles,Road,medium,medium,829.65,1538.99,2017-05-02
195,81,276,False,Approved,Norco Bicycles,Standard,medium,small,521.94,586.45,2017-12-27
196,19,1315,True,Approved,OHM Cycles,Road,high,large,7.21,12.01,2017-12-21
197,45,591,True,Approved,Solex,Standard,medium,medium,84.99,441.49,2017-05-23
198,74,1017,False,Approved,WeareA2B,Standard,medium,medium,950.52,1762.96,2017-02-02
199,33,2123,False,Approved,Giant Bicycles,Standard,medium,small,1167.18,1311.44,2017-06-08
200,57,2889,True,Approved,WeareA2B,Touring,medium,large,260.14,1890.39,2017-04-15
201,0,3208,True,Approved,Trek Bicycles,Road,medium,medium,400.13,533.51,2017-09-05
202,23,2406,True,Approved,Norco Bicycles,Mountain,low,small,612.88,688.63,2017-02-26
203,67,2041,False,Approved,Norco Bicycles,Road,medium,medium,376.84,544.05,2017-07-29
204,81,1598,True,Approved,Norco Bicycles,Standard,medium,small,521.94,586.45,2017-07-03
205,58,1842,True,Approved,OHM Cycles,Standard,medium,medium,141.4,912.52,2017-05-27
206,5,141,False,Approved,Giant Bicycles,Standard,high,medium,677.48,1129.13,2017-05-05
207,94,1321,False,Approved,Giant Bicycles,Standard,medium,large,993.66,1635.3,2017-09-09
208,51,183,False,Approved,OHM Cycles,Standard,high,medium,1203.4,2005.66,2017-05-21
209,59,2591,False,Approved,WeareA2B,Standard,medium,small,1259.36,1415.01,2017-09-22
210,63,3356,True,Approved,Solex,Standard,medium,medium,99.59,1483.2,2017-04-12
211,40,766,True,Approved,OHM Cycles,Standard,high,medium,874.9,1458.17,2017-05-07
212,80,1596,False,Approved,Trek Bicycles,Standard,medium,large,596.55,1469.44,2017-01-13
213,82,520,False,Approved,Norco Bicycles,Standard,high,medium,689.18,1148.64,2017-12-14
214,46,868,True,Approved,Solex,Standard,low,medium,74.51,1289.85,2017-03-22
215,78,2999,False,Approved,Giant Bicycles,Standard,medium,large,709.48,1765.3,2017-09-30
216,72,352,True,Approved,Norco Bicycles,Standard,medium,medium,270.3,360.4,2017-11-29
217,75,1140,False,Approved,Giant Bicycles,Touring,medium,large,863.95,1873.97,2017-06-09
218,40,621,False,Approved,Trek Bicycles,Road,medium,large,598.76,1894.19,2017-04-21
219,2,3307,False,Approved,Giant Bicycles,Road,low,small,525.33,590.26,2017-11-13
220,10,1502,True,Approved,WeareA2B,Touring,medium,medium,363.25,1466.68,2017-04-09
221,35,936,False,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-05-08
222,8,939,True,Approved,Solex,Road,medium,small,1516.13,1703.52,2017-07-08
223,2,2698,False,Approved,Giant Bicycles,Road,low,small,525.33,590.26,2017-11-30
224,69,579,True,Approved,Giant Bicycles,Road,medium,medium,594.68,792.9,2017-04-25
225,54,2036,True,Approved,WeareA2B,Standard,medium,medium,13.44,1292.84,2017-03-30
226,8,3077,False,Approved,Solex,Road,medium,small,1516.13,1703.52,2017-03-10
227,86,369,True,Approved,OHM Cycles,Standard,medium,medium,125.07,235.63,2017-03-16
228,13,821,True,Approved,Solex,Standard,medium,medium,589.27,1163.89,2017-04-04
229,19,2687,True,Approved,Trek Bicycles,Mountain,low,medium,459.71,574.64,2017-03-13
230,86,681,True,Approved,OHM Cycles,Standard,medium,medium,125.07,235.63,2017-12-23
231,46,37,True,Approved,OHM Cycles,Standard,low,medium,248.82,1793.43,2017-08-12
232,30,3002,False,Approved,Solex,Standard,high,medium,448.9,748.17,2017-08-04
233,92,396,False,Approved,WeareA2B,Touring,medium,large,260.14,1890.39,2017-09-01
234,71,550,True,Approved,Solex,Standard,high,large,1105.75,1842.92,2017-09-01
235,77,1605,False,Approved,Norco Bicycles,Road,medium,large,795.1,1240.31,2017-07-02
236,7,2325,True,Approved,Giant Bicycles,Standard,medium,small,1167.18,1311.44,2017-08-31
237,23,1420,True,Approved,Norco Bicycles,Mountain,low,small,612.88,688.63,2017-03-11
238,12,3099,False,Approved,WeareA2B,Standard,medium,medium,161.6,1231.15,2017-10-08
239,61,1645,True,Approved,OHM Cycles,Standard,low,medium,56.93,71.16,2017-10-01
240,21,546,False,Approved,Solex,Standard,medium,large,380.74,1071.23,2017-11-23
241,86,2885,True,Approved,OHM Cycles,Standard,medium,medium,125.07,235.63,2017-03-27
242,57,2740,False,Approved,WeareA2B,Touring,medium,large,260.14,1890.39,2017-12-04
243,63,3166,True,Approved,Solex,Standard,medium,medium,99.59,1483.2,2017-11-13
244,63,3487,True,Approved,WeareA2B,Standard,medium,medium,762.63,1992.93,2017-12-20
245,33,2890,True,Approved,Giant Bicycles,Standard,medium,small,1167.18,1311.44,2017-09-22
246,98,3370,False,Approved,OHM Cycles,Standard,medium,medium,101.58,795.34,2017-01-22
247,15,3393,True,Approved,Norco Bicycles,Standard,low,medium,748.9,958.74,2017-01-29
248,57,2410,False,Approved,WeareA2B,Touring,medium,large,260.14,1890.39,2017-07-21
249,61,3466,True,Approved,OHM Cycles,Standard,low,medium,56.93,71.16,2017-02-10
250,48,1454,False,Cancelled,WeareA2B,Standard,medium,medium,950.52,1762.96,2017-11-25
251,63,1967,,Approved,Solex,Standard,medium,medium,99.59,1483.2,2017-04-11
252,78,3089,False,Approved,Giant Bicycles,Standard,medium,large,709.48,1765.3,2017-12-03
253,2,3123,False,Approved,Giant Bicycles,Road,low,small,525.33,590.26,2017-12-30
254,67,2692,False,Approved,Solex,Standard,medium,large,380.74,1071.23,2017-07-26
255,67,2801,True,Cancelled,Norco Bicycles,Road,medium,medium,376.84,544.05,2017-04-01
256,13,1580,True,Approved,Solex,Standard,medium,medium,826.51,1577.53,2017-10-22
257,65,352,False,Approved,WeareA2B,Standard,medium,medium,778.69,1807.45,2017-03-22
258,49,1777,True,Approved,Trek Bicycles,Road,medium,medium,400.13,533.51,2017-06-15
259,87,142,True,Approved,Giant Bicycles,Standard,high,medium,707.4,1179,2017-07-06
260,31,3393,False,Approved,Giant Bicycles,Standard,medium,medium,173.18,230.91,2017-12-28
261,17,599,False,Approved,Solex,Standard,high,medium,614.8,1024.66,2017-05-09
262,91,1258,False,Approved,Solex,Standard,medium,medium,75.26,100.35,2017-01-18
263,53,3405,True,Approved,OHM Cycles,Standard,medium,medium,101.58,795.34,2017-10-22
264,38,3198,False,Approved,Solex,Standard,medium,medium,826.51,1577.53,2017-01-30
265,20,834,False,Approved,Trek Bicycles,Standard,medium,small,1580.47,1775.81,2017-06-26
266,44,3467,True,Approved,WeareA2B,Standard,medium,medium,108.76,1769.64,2017-11-07
267,69,3436,True,Approved,Giant Bicycles,Road,medium,medium,594.68,792.9,2017-08-13
268,68,1516,False,Approved,OHM Cycles,Standard,medium,medium,44.71,1636.9,2017-08-27
269,11,2833,True,Approved,Giant Bicycles,Standard,high,medium,764.96,1274.93,2017-01-25
270,2,2362,False,Approved,Solex,Standard,medium,medium,53.62,71.49,2017-02-13
271,27,2337,False,Approved,Trek Bicycles,Standard,medium,medium,388.72,499.53,2017-07-11
272,0,2149,True,Approved,Trek Bicycles,Standard,high,medium,215.03,358.39,2017-04-30
273,81,2133,False,Approved,Solex,Standard,medium,medium,649.49,1151.96,2017-05-19
274,6,360,True,Approved,OHM Cycles,Standard,high,medium,136.73,227.88,2017-05-26
275,76,2969,True,Approved,WeareA2B,Standard,low,medium,513.85,642.31,2017-02-03
276,18,1720,False,Approved,Solex,Standard,medium,medium,431.45,575.27,2017-04-28
277,18,2904,False,Approved,Norco Bicycles,Standard,high,medium,689.18,1148.64,2017-03-23
278,9,754,False,Approved,OHM Cycles,Road,medium,medium,667.4,742.54,2017-06-03
279,35,1826,False,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-04-25
280,93,2487,False,Approved,WeareA2B,Standard,medium,medium,230.09,1065.03,2017-04-08
281,40,2815,False,Approved,OHM Cycles,Standard,high,medium,874.9,1458.17,2017-02-18
282,1,541,False,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-05-04
283,16,302,False,Approved,Norco Bicycles,Standard,high,small,1479.11,1661.92,2017-03-29
284,44,2024,True,Approved,WeareA2B,Standard,medium,medium,108.76,1769.64,2017-10-03
285,48,142,True,Approved,WeareA2B,Standard,medium,medium,950.52,1762.96,2017-07-27
286,56,768,True,Approved,OHM Cycles,Standard,medium,medium,137.9,183.86,2017-08-07
287,36,2147,True,Approved,Solex,Standard,low,medium,74.51,1289.85,2017-02-07
288,36,529,True,Approved,Solex,Standard,low,medium,507.58,945.04,2017-11-20
289,13,825,False,Approved,Solex,Standard,medium,medium,589.27,1163.89,2017-02-23
290,55,624,True,Approved,Trek Bicycles,Road,medium,large,598.76,1894.19,2017-04-05
291,38,2302,False,Approved,Solex,Standard,medium,medium,826.51,1577.53,2017-11-07
292,64,3380,False,Approved,Giant Bicycles,Standard,high,small,1759.85,1977.36,2017-10-28
293,0,314,False,Approved,OHM Cycles,Standard,high,medium,136.73,227.88,2017-11-19
294,79,1079,True,Approved,Norco Bicycles,Standard,medium,medium,818.01,1555.58,2017-08-25
295,11,1643,True,Approved,Giant Bicycles,Standard,high,medium,764.96,1274.93,2017-01-20
296,91,1524,True,Approved,Solex,Standard,medium,medium,75.26,100.35,2017-03-14
297,18,3205,True,Approved,Solex,Standard,medium,medium,431.45,575.27,2017-04-14
298,17,2860,True,Approved,Solex,Standard,high,medium,614.8,1024.66,2017-11-20
299,13,772,False,Approved,Solex,Standard,medium,medium,589.27,1163.89,2017-05-24
300,4,323,True,Approved,Giant Bicycles,Standard,high,medium,677.48,1129.13,2017-03-25
301,78,2530,,Approved,Giant Bicycles,Standard,medium,large,709.48,1765.3,2017-03-24
302,42,2426,True,Approved,OHM Cycles,Road,medium,small,1610.9,1810,2017-03-17
303,48,1883,False,Approved,WeareA2B,Standard,medium,medium,950.52,1762.96,2017-11-18
304,12,2745,False,Approved,WeareA2B,Standard,medium,medium,161.6,1231.15,2017-04-07
305,77,2819,False,Approved,Norco Bicycles,Road,medium,large,795.1,1240.31,2017-01-04
306,25,792,False,Approved,OHM Cycles,Standard,high,medium,1203.4,2005.66,2017-12-13
307,35,923,False,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-04-20
308,7,3353,False,Approved,Trek Bicycles,Road,low,medium,234.43,980.37,2017-07-21
309,68,3394,False,Approved,OHM Cycles,Standard,medium,medium,44.71,1636.9,2017-11-27
310,75,3213,False,Approved,Giant Bicycles,Touring,medium,large,863.95,1873.97,2017-10-21
311,77,3260,False,Approved,WeareA2B,Standard,medium,medium,108.76,1769.64,2017-03-07
312,1,1015,False,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-12-04
313,81,2266,False,Approved,Solex,Standard,medium,medium,649.49,1151.96,2017-01-25
314,6,58,True,Approved,OHM Cycles,Standard,high,medium,136.73,227.88,2017-08-20
315,40,3118,True,Approved,Trek Bicycles,Road,medium,large,598.76,1894.19,2017-12-18
316,62,1414,False,Approved,Solex,Standard,medium,medium,298.72,478.16,2017-08-01
317,90,2202,True,Approved,Norco Bicycles,Standard,low,medium,290.41,363.01,2017-06-19
318,32,2144,True,Approved,Giant Bicycles,Standard,medium,medium,211.37,642.7,2017-05-31
319,65,1033,True,Approved,WeareA2B,Standard,medium,medium,778.69,1807.45,2017-10-09
320,15,2157,True,Approved,Norco Bicycles,Standard,low,medium,748.9,958.74,2017-06-20
321,36,1097,False,Approved,Solex,Standard,low,medium,507.58,945.04,2017-01-23
322,12,2757,False,Approved,WeareA2B,Standard,medium,medium,161.6,1231.15,2017-04-19
323,67,87,True,Approved,Norco Bicycles,Road,medium,medium,376.84,544.05,2017-11-08
324,87,2049,False,Approved,OHM Cycles,Standard,medium,medium,44.71,1636.9,2017-10-11
325,62,952,True,Approved,Solex,Standard,medium,medium,298.72,478.16,2017-11-14
326,55,1745,False,Approved,Trek Bicycles,Road,medium,large,598.76,1894.19,2017-01-20
327,1,40,True,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-05-09
328,98,372,True,Approved,Trek Bicycles,Standard,high,medium,215.03,358.39,2017-10-17
329,79,1627,True,Approved,Norco Bicycles,Standard,medium,medium,818.01,1555.58,2017-08-11
330,1,444,False,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-11-15
331,61,217,False,Approved,Norco Bicycles,Standard,medium,small,521.94,586.45,2017-05-23
332,71,1656,True,Approved,Solex,Standard,high,large,1105.75,1842.92,2017-08-02
333,58,485,True,Approved,OHM Cycles,Road,medium,medium,829.51,1280.28,2017-12-16
334,86,2252,False,Approved,Norco Bicycles,Road,high,large,464.72,774.53,2017-02-21
335,95,3103,False,Approved,Giant Bicycles,Standard,medium,large,528.43,569.56,2017-11-01
336,55,506,True,Approved,Trek Bicycles,Road,medium,large,598.76,1894.19,2017-10-05
337,82,1615,,Approved,Norco Bicycles,Standard,high,medium,689.18,1148.64,2017-10-30
338,32,1881,True,Approved,Giant Bicycles,Standard,medium,medium,211.37,642.7,2017-01-02
339,65,2903,True,Approved,WeareA2B,Standard,medium,medium,778.69,1807.45,2017-12-04
340,49,1274,False,Approved,Trek Bicycles,Road,medium,medium,400.13,533.51,2017-12-16
341,1,1443,False,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-08-27
342,24,2091,False,Approved,Solex,Road,medium,large,820.78,1777.8,2017-03-14
343,61,1478,,Approved,Norco Bicycles,Standard,medium,small,521.94,586.45,2017-03-11
344,7,1493,False,Approved,Giant Bicycles,Standard,medium,small,1167.18,1311.44,2017-07-09
345,84,1614,False,Approved,Giant Bicycles,Road,medium,medium,594.68,792.9,2017-03-21
346,48,476,False,Approved,WeareA2B,Standard,medium,medium,950.52,1762.96,2017-07-19
347,16,1777,True,Approved,Norco Bicycles,Standard,high,small,1479.11,1661.92,2017-04-12
348,40,940,False,Approved,OHM Cycles,Standard,high,medium,874.9,1458.17,2017-08-11
349,100,2930,True,Approved,Norco Bicycles,Road,medium,medium,206.35,1036.59,2017-10-20
350,27,2354,True,Approved,Trek Bicycles,Standard,medium,medium,388.72,499.53,2017-10-26
351,59,1582,False,Approved,Solex,Standard,medium,large,733.58,1061.56,2017-06-15
352,34,416,False,Approved,Norco Bicycles,Road,high,large,464.72,774.53,2017-06-19
353,18,1013,True,Approved,Norco Bicycles,Standard,high,medium,689.18,1148.64,2017-04-20
354,83,533,False,Approved,Solex,Touring,medium,large,675.03,2083.94,2017-11-14
355,82,968,True,Approved,Giant Bicycles,Road,medium,medium,829.65,1538.99,2017-03-22
356,88,727,True,Approved,Norco Bicycles,Standard,medium,medium,381.1,1198.46,2017-07-09
357,77,1160,False,Approved,Norco Bicycles,Road,medium,large,795.1,1240.31,2017-04-13
358,6,3425,True,Approved,OHM Cycles,Standard,high,medium,136.73,227.88,2017-12-06
359,10,1614,True,Approved,Solex,Standard,medium,medium,333.18,1945.43,2017-11-10
360,69,2140,True,Approved,Norco Bicycles,Road,medium,large,795.1,1240.31,2017-04-26
361,15,2589,False,Approved,WeareA2B,Standard,medium,medium,13.44,1292.84,2017-01-31
362,7,2920,True,Approved,Trek Bicycles,Road,low,medium,234.43,980.37,2017-09-22
363,73,62,True,Approved,Solex,Standard,medium,medium,333.18,1945.43,2017-08-14
364,32,1112,False,Approved,Giant Bicycles,Standard,medium,medium,211.37,642.7,2017-09-13
365,39,1995,True,Approved,Giant Bicycles,Standard,medium,large,582.48,1812.75,2017-05-03
366,28,1965,False,Approved,Norco Bicycles,Standard,medium,small,1082.36,1216.14,2017-08-22
367,0,1614,False,Approved,,,,,,850.89,2017-03-10
368,25,366,True,Approved,OHM Cycles,Standard,high,medium,1203.4,2005.66,2017-01-24
369,32,2682,False,Approved,Giant Bicycles,Standard,high,medium,707.4,1179,2017-07-29
370,78,2993,True,Approved,Giant Bicycles,Standard,medium,large,709.48,1765.3,2017-08-03
371,44,1887,False,Approved,WeareA2B,Standard,medium,medium,108.76,1769.64,2017-08-28
372,56,1692,True,Approved,OHM Cycles,Standard,medium,medium,137.9,183.86,2017-08-16
373,1,1927,False,Approved,Giant Bicycles,Standard,medium,medium,954.82,1403.5,2017-06-24
374,15,2567,False,Approved,Norco Bicycles,Standard,low,medium,748.9,958.74,2017-03-07
375,17,3276,True,Approved,WeareA2B,Touring,medium,large,57.74,1362.99,2017-07-05
376,0,1808,False,Approved,Solex,Standard,medium,medium,298.72,478.16,2017-02-09
